2015.41666666667,20488.8639563147
2015.5,20162.4981795516
2015.58333333333,19526.6118897062
2015.66666666667,20201.5116137732
2015.75,20679.9247304945
2015.83333333333,20810.0533006164
2015.91666666667,20734.1862182185
2016,20874.0269521969
2016.08333333333,20537.0948636367
2016.16666666667,19912.7109088287
2016.25,20643.5083858919
2016.33333333333,21097.1087767893
2016.41666666667,21104.2724307917
2016.5,20765.5984842849
2016.58333333333,20117.6501880958
2016.66666666667,20780.7291459509
2016.75,21247.5579117895
2016.83333333333,21366.3338180511
